fixture,repeat,profile,origin,runStatus,failureClass,propositionCore,claimText,articleRole,articleUse,assertionSource,assertionSourceKind,assertionSourceName,ifSupportedEffect,ifRefutedEffect,scoreTransformCheck,expectedTransform,transformConsistent,materiality,scope,relatedPillarLabels,sourceUnitIds,groundingText,verificationTarget,disputedProposition,stipulatedByArticle,whyThisTarget,warrant,supportCriteria,refuteCriteria,qualifyCriteria,mustMatch,rejectIfOnly_model,rejectIfOnly_host,sourceStrategy_emitted,sourceStrategy_resolved,searchConcepts,relevantNamedWorkIds,cautions,packageValid
CF1-F03,1,Set C,model,completed,,,The CDC has classified thimerosal-containing vaccines as hazardous waste due to their mercury content.,pillar,endorsed,EPA,,,,,,,,high,CDC guidelines on vaccine waste,Toxic Ingredients,U0370,"[U0370] Thimerosal as a Vaccine Preservative , a summary prepared in 2025 for the CDC’s Advisory Committee for Immunization Practices (ACIP), notes that “thimerosal-containing vaccines exceed the TCLP threshold by orders of magnitude and are classified as D009 Hazardous Waste.”",,,,,,,,,,,,,,,,,
CF1-F03,1,Set C,model,completed,,,Community leaders in Jefferson County have actively censored information regarding vaccine safety and efficacy.,pillar,endorsed,Community leaders,,,,,,,,medium,"Jefferson County, local community actions",Censorship and Gatekeeping,U0062 | U0156,"[U0062] Self-appointed community gatekeeper Owen Rowe demonstrated the epitome of the angry zealotry that Siri describes.
[U0156] Once again, allowing people to consider varied perspectives and then make up their own minds was not permitted.",,,,,,,,,,,,,,,,,
CF1-F03,1,Set D,model,completed,,"The CDC has manipulated data to downplay the risks associated with vaccines, particularly regarding the MMR vaccine and autism.","The CDC has manipulated data to downplay the risks associated with vaccines, particularly regarding the MMR vaccine and autism.",opponent_claim,opponent_to_rebut,Ana Wolpin,,,weakens,strengthens,normal,invert,false,high,MMR vaccine and autism correlation,Pillar 1: Vaccine Safety Concerns | Pillar 4: Censorship and Information Suppression,U0037 | U0041 | U0344,"[U0037] Senior CDC scientist turned whistleblower William Thompson revealed privately in 2014 that data linking the MMR vaccine (measles/mumps/rubella) to autism had been manipulated by the agency ten years earlier.
[U0041] The fraudulent, re-worked study was then released to declare that it had proven MMR vaccines did not cause autism.
[U0344] Instead the CDC “massaged” the data and in 2003 released a reworked, fraudulent version of the study loudly trumpeting that thimerosal did not cause autism and other neurodevelomental problems.",,,,,,,,,,,,,,,,,
CF1-F03,1,Set D,model,completed,,"Aluminum in vaccines poses significant health risks, including neurological damage and autism.","Aluminum in vaccines poses significant health risks, including neurological damage and autism.",pillar,endorsed,James Lyons-Weiler and Robert Ricketson,,,weakens,strengthens,normal,invert,false,high,Health risks associated with aluminum in vaccines,Pillar 1: Vaccine Safety Concerns,U0241 | U0255,"[U0241] THE FACTS / ALUMINUM:
[U0255] Aluminum poisoning has been linked to autism, SIDs, seizures, autoimmune issues, Alzheimers, neurological damage, impaired renal function, demyelinating disorders such as MS, and cancer. [ source ]",,,,,,,,,,,,,,,,,
CF1-F03,1,Set D,model,completed,,"Thimerosal, a mercury-based preservative in some vaccines, is neurotoxic and linked to autism.","Thimerosal, a mercury-based preservative in some vaccines, is neurotoxic and linked to autism.",pillar,endorsed,Gavin de Becker,,,weakens,strengthens,normal,invert,false,high,Neurotoxic effects of thimerosal in vaccines,Pillar 1: Vaccine Safety Concerns,U0300 | U0364,"[U0300] THE FACTS / MERCURY:
[U0364] The last review he cites is a meta-analysis:",,,,,,,,,,,,,,,,,
CF1-F03,1,Set D,model,completed,,The rise in vaccine exemptions is a direct response to increased awareness of vaccine-related health risks.,The rise in vaccine exemptions is a direct response to increased awareness of vaccine-related health risks.,pillar,endorsed,Ana Wolpin,,,strengthens,weakens,normal,normal,true,medium,Trends in vaccine exemptions and public awareness,Pillar 3: Vaccine Exemptions and Hesitancy,U0013 | U0014,"[U0013] The health department’s ad comes at a time when childhood vaccination rates are dropping steadily across the country.
[U0014] Along with reduction in vaccine uptake, there is also a rise in the rate of parents seeking vaccine exemptions for their children.",,,,,,,,,,,,,,,,,
CF1-F03,1,Set D,model,completed,,Public health authorities have engaged in censorship regarding vaccine safety discussions.,Public health authorities have engaged in censorship regarding vaccine safety discussions.,pillar,endorsed,Ana Wolpin,,,weakens,strengthens,normal,invert,false,high,Censorship of vaccine safety discussions,Pillar 4: Censorship and Information Suppression,U0156 | U0161,"[U0156] Once again, allowing people to consider varied perspectives and then make up their own minds was not permitted.
[U0161] First the Leader refused to print his and other community members’ letters to the editor if they challenged public health’s Covid messaging.",,,,,,,,,,,,,,,,,
CF1-F03,1,Set D,model,completed,,"Vaccines are not tested as rigorously as other medications, leading to potential safety oversights.","Vaccines are not tested as rigorously as other medications, leading to potential safety oversights.",pillar,endorsed,Ana Wolpin,,,weakens,strengthens,normal,invert,false,high,Testing protocols for vaccines vs. other medications,Pillar 2: Vaccine Efficacy and Testing,U0401,[U0401] Is it true that “vaccines are tested more than any other medicine you could give your kid” ?,,,,,,,,,,,,,,,,,
CF1-F03,1,Set D,model,completed,,"The childhood vaccination schedule has increased significantly since the 1986 National Childhood Vaccine Injury Act, correlating with rising chronic health issues in children.","The childhood vaccination schedule has increased significantly since the 1986 National Childhood Vaccine Injury Act, correlating with rising chronic health issues in children.",pillar,endorsed,Ana Wolpin,,,weakens,strengthens,normal,invert,false,high,Correlation between vaccination schedule and chronic health issues,Pillar 1: Vaccine Safety Concerns,U0076 | U0086,"[U0076] Each new childhood shot approved was automatically added to the CDC’s Childhood Vaccine Schedule, with the assurance that tens of millions of children would receive them at routine pediatric visits.
[U0086] It was a rude awakening, especially for those of us in the Baby Boomer generation, to learn that the chronic illness rate in U.S. children which had been negligible when we were kids had jumped to 12.8% in the 1980s, then to 54% by 2011 .",,,,,,,,,,,,,,,,,
CF1-F03,1,Set D,model,completed,,"Parents report a range of adverse reactions in their children following vaccinations, including severe neurological symptoms.","Parents report a range of adverse reactions in their children following vaccinations, including severe neurological symptoms.",opponent_claim,opponent_to_rebut,Ana Wolpin,,,weakens,strengthens,normal,invert,false,medium,Adverse reactions reported by parents post-vaccination,Pillar 1: Vaccine Safety Concerns,U0101 | U0105,"[U0101] The common themes in stories parents recounted were eerie.
[U0105] The worst were the SIDS (Sudden Infant Death Syndrome) cases.",,,,,,,,,,,,,,,,,
CF1-F03,1,Set D,model,completed,,The CDC's assertion that vaccines are safe and effective is based on flawed and manipulated data.,The CDC's assertion that vaccines are safe and effective is based on flawed and manipulated data.,opponent_claim,opponent_to_rebut,Ana Wolpin,,,weakens,strengthens,normal,invert,false,high,Validity of CDC data on vaccine safety,Pillar 1: Vaccine Safety Concerns | Pillar 4: Censorship and Information Suppression,U0344,"[U0344] Instead the CDC “massaged” the data and in 2003 released a reworked, fraudulent version of the study loudly trumpeting that thimerosal did not cause autism and other neurodevelomental problems.",,,,,,,,,,,,,,,,,
CF1-F03,1,Set D,model,completed,,The increase in chronic illnesses among children correlates with the rise in vaccination rates since the 1986 act.,The increase in chronic illnesses among children correlates with the rise in vaccination rates since the 1986 act.,pillar,endorsed,Ana Wolpin,,,weakens,strengthens,normal,invert,false,high,Correlation between vaccination rates and chronic illnesses,Pillar 1: Vaccine Safety Concerns,U0086 | U0090,"[U0086] It was a rude awakening, especially for those of us in the Baby Boomer generation, to learn that the chronic illness rate in U.S. children which had been negligible when we were kids had jumped to 12.8% in the 1980s, then to 54% by 2011 .
[U0090] But after embarking on the world’s most aggressive vaccination program, the U.S. had twice as many first-day infant deaths as all 27 EU nations combined .",,,,,,,,,,,,,,,,,
CF1-F03,1,Set D,model,completed,,The narrative that vaccines are a modern medical miracle is a belief system rather than a scientifically proven fact.,The narrative that vaccines are a modern medical miracle is a belief system rather than a scientifically proven fact.,pillar,endorsed,Ana Wolpin,,,weakens,strengthens,normal,invert,false,medium,Cultural beliefs about vaccines vs. scientific evidence,Pillar 2: Vaccine Efficacy and Testing,U0027 | U0028,"[U0027] As this article will show, the claims made in our health department’s ad repeat medical dogma that has persisted for decades with no basis in reality.
[U0028] At best the narrative is a wishful fairy tale.",,,,,,,,,,,,,,,,,
CF1-F03,1,Set E,model,completed,,The CDC has manipulated data linking vaccines to autism and other health issues.,"The CDC manipulated data linking the MMR vaccine to autism, as revealed by whistleblower William Thompson.",pillar,endorsed,U0037,,,strengthens,weakens,normal,normal,true,high,MMR vaccine and autism link,Pillar 1: Vaccine Safety Concerns | Pillar 4: Censorship and Information Suppression,U0037 | U0041,"[U0037] Senior CDC scientist turned whistleblower William Thompson revealed privately in 2014 that data linking the MMR vaccine (measles/mumps/rubella) to autism had been manipulated by the agency ten years earlier.
[U0041] The fraudulent, re-worked study was then released to declare that it had proven MMR vaccines did not cause autism.",,,,,,,,,,,,,,,,,
CF1-F03,1,Set E,model,completed,,Aluminum in vaccines poses significant health risks to children.,"Aluminum in vaccines is toxic and linked to various health issues, including neurological damage.",pillar,endorsed,U0245,,,strengthens,weakens,normal,normal,true,high,aluminum content in vaccines,Pillar 1: Vaccine Safety Concerns,U0245 | U0255,"[U0245] Folks SHOULD be nervous about aluminum being used in vaccines.
[U0255] Aluminum poisoning has been linked to autism, SIDs, seizures, autoimmune issues, Alzheimers, neurological damage, impaired renal function, demyelinating disorders such as MS, and cancer. [ source ]",,,,,,,,,,,,,,,,,
CF1-F03,1,Set E,model,completed,,"Thimerosal, a mercury-based preservative, is harmful and has been linked to neurological disorders.",Thimerosal is a neurotoxin linked to autism and other neurological disorders.,pillar,endorsed,U0308,,,strengthens,weakens,normal,normal,true,high,thimerosal in vaccines,Pillar 1: Vaccine Safety Concerns,U0308 | U0364,"[U0308] Mercury is the third most toxic element on earth, 500 times more poisonous than lead.
[U0364] The last review he cites is a meta-analysis:",,,,,,,,,,,,,,,,,
CF1-F03,1,Set E,model,completed,,Public health authorities have dismissed credible studies linking vaccines to chronic diseases.,"Public health authorities claim there are no credible studies linking vaccination to chronic disease, despite evidence to the contrary.",pillar,endorsed,U0400,,,strengthens,weakens,normal,normal,true,high,link between vaccines and chronic diseases,Pillar 2: Vaccine Efficacy and Testing,U0400,[U0400] Are there “no credible studies that link vaccination to chronic disease” ?,,,,,,,,,,,,,,,,,
CF1-F03,1,Set E,model,completed,,The rise in vaccine exemptions is a direct response to concerns about vaccine safety.,The increase in parents seeking vaccine exemptions reflects growing concerns about vaccine safety.,pillar,endorsed,U0014,,,strengthens,weakens,normal,normal,true,medium,vaccine exemptions and parental concerns,Pillar 3: Vaccine Exemptions and Hesitancy,U0014,"[U0014] Along with reduction in vaccine uptake, there is also a rise in the rate of parents seeking vaccine exemptions for their children.",,,,,,,,,,,,,,,,,
CF1-F03,1,Set E,model,completed,,Censorship of vaccine-related information is prevalent in media and public health discussions.,There is significant censorship of information regarding vaccine safety and adverse effects in public discourse.,pillar,endorsed,U0156,,,strengthens,weakens,normal,normal,true,high,censorship in vaccine discussions,Pillar 4: Censorship and Information Suppression,U0156,"[U0156] Once again, allowing people to consider varied perspectives and then make up their own minds was not permitted.",,,,,,,,,,,,,,,,,
CF1-F03,1,Set E,model,completed,,Vaccines are not tested as rigorously as other medications.,Public health claims that vaccines are tested more rigorously than other medications are misleading.,pillar,endorsed,U0401,,,strengthens,weakens,normal,normal,true,medium,vaccine testing compared to other medications,Pillar 2: Vaccine Efficacy and Testing,U0401,[U0401] Is it true that “vaccines are tested more than any other medicine you could give your kid” ?,,,,,,,,,,,,,,,,,
CF1-F03,1,Set E,model,completed,,The childhood vaccination schedule has increased significantly since the 1986 National Childhood Vaccine Injury Act.,"Since the 1986 act, the childhood vaccination schedule has expanded dramatically, raising concerns about safety.",pillar,endorsed,U0079,,,strengthens,weakens,normal,normal,true,medium,expansion of vaccination schedule,Pillar 1: Vaccine Safety Concerns,U0079,"[U0079] While children had received just five vaccine doses in three shots in the 1950s and ’60s when I was growing up (none during pregnancy or in the first 12 months of life), by 1986 children were receiving 25 doses/12 shots.",,,,,,,,,,,,,,,,,
CF1-F03,1,Set E,model,completed,,"Parents report adverse reactions in their children following vaccinations, including severe health issues.","Many parents report severe adverse reactions in their children following vaccinations, including SIDS and autism.",pillar,endorsed,U0100,,,strengthens,weakens,normal,normal,true,high,adverse reactions to vaccines,Pillar 1: Vaccine Safety Concerns,U0100,"[U0100] More than 8,000 names were signed on the bus’ exterior of adults and children injured or killed by vaccines.",,,,,,,,,,,,,,,,,
CF1-F03,1,Set E,model,completed,,"The CDC has declared that the science on vaccine safety is settled, despite ongoing concerns.","The CDC has stated that the science on vaccine safety is settled, dismissing ongoing concerns and research.",pillar,endorsed,U0046,,,strengthens,weakens,normal,normal,true,medium,CDC's stance on vaccine safety,Pillar 4: Censorship and Information Suppression,U0046,[U0046] The CDC announced: No more research money will be spent on this question; “the science is settled.”,,,,,,,,,,,,,,,,,
CF1-F03,1,Set F,model,completed,,The CDC manipulated data linking the MMR vaccine to autism and ordered the destruction of evidence.,The CDC manipulated data linking the MMR vaccine to autism and ordered the destruction of evidence.,opponent_claim,endorsed,article_voice,article_voice,article_voice,strengthens,weakens,normal,normal,true,high,The claim pertains specifically to the CDC's actions regarding the MMR vaccine and autism.,Pillar 1,U0037 | U0038 | U0041,"[U0037] Senior CDC scientist turned whistleblower William Thompson revealed privately in 2014 that data linking the MMR vaccine (measles/mumps/rubella) to autism had been manipulated by the agency ten years earlier.
[U0038] When top CDC officials learned that their 2004 study results showed a dramatic increase in autism after MMR vaccinations, they’d ordered Thompson and other scientists to destroy all evidence.
[U0041] The fraudulent, re-worked study was then released to declare that it had proven MMR vaccines did not cause autism.",,,,,,,,,,,,,,,,,
CF1-F03,1,Set F,model,completed,,"The 1986 National Childhood Vaccine Injury Act removed liability from vaccine manufacturers, leading to a lack of accountability for vaccine-related injuries.","The 1986 National Childhood Vaccine Injury Act removed liability from vaccine manufacturers, leading to a lack of accountability for vaccine-related injuries.",pillar,endorsed,article_voice,article_voice,article_voice,strengthens,weakens,normal,normal,true,high,The claim discusses the implications of the 1986 act on vaccine manufacturers' liability.,Pillar 2,U0068 | U0070,"[U0068] The first shock for anyone just beginning this research was learning about the 1986 National Childhood Vaccine Injury Act.
[U0070] Bowing to the pressure, in 1986 Congress removed all liability from drug companies for childhood vaccines they produced.",,,,,,,,,,,,,,,,,
CF1-F03,1,Set F,model,completed,,The rise in chronic health conditions among vaccinated children correlates with the increase in the number of vaccines administered since the 1986 act.,The rise in chronic health conditions among vaccinated children correlates with the increase in the number of vaccines administered since the 1986 act.,pillar,endorsed,article_voice,article_voice,article_voice,strengthens,weakens,normal,normal,true,high,The claim addresses the correlation between vaccination rates and chronic health issues in children.,Pillar 3,U0086 | U0090,"[U0086] It was a rude awakening, especially for those of us in the Baby Boomer generation, to learn that the chronic illness rate in U.S. children which had been negligible when we were kids had jumped to 12.8% in the 1980s, then to 54% by 2011 .
[U0090] But after embarking on the world’s most aggressive vaccination program, the U.S. had twice as many first-day infant deaths as all 27 EU nations combined .",,,,,,,,,,,,,,,,,
CF1-F03,1,Set F,model,completed,,Toxic substances such as aluminum and mercury in vaccines pose significant health risks to children.,Toxic substances such as aluminum and mercury in vaccines pose significant health risks to children.,pillar,endorsed,article_voice,article_voice,article_voice,strengthens,weakens,normal,normal,true,high,The claim discusses the health risks associated with specific vaccine ingredients.,Pillar 4,U0245 | U0301,"[U0245] Folks SHOULD be nervous about aluminum being used in vaccines.
[U0301] “[Thimerosal] is toxic… Mutagenic in mammalian cells.“",,,,,,,,,,,,,,,,,
CF1-F03,1,Set F,model,completed,,"Parents have reported severe adverse reactions in their children following vaccinations, including SIDS and autism.","Parents have reported severe adverse reactions in their children following vaccinations, including SIDS and autism.",thesis,endorsed,article_voice,article_voice,article_voice,strengthens,weakens,normal,normal,true,high,The claim encompasses anecdotal evidence of vaccine injuries reported by parents.,,U0100 | U0106,"[U0100] More than 8,000 names were signed on the bus’ exterior of adults and children injured or killed by vaccines.
[U0106] Some within hours of getting vaccinated, and nearly all within a week of their “Well Baby” shots, would be found dead in their cribs after being put down for a nap.",,,,,,,,,,,,,,,,,
CF1-F03,1,Set F,model,completed,,The CDC has not conducted safety testing on the cumulative aluminum load received in multiple vaccines administered at once.,The CDC has not conducted safety testing on the cumulative aluminum load received in multiple vaccines administered at once.,thesis,endorsed,article_voice,article_voice,article_voice,strengthens,weakens,normal,normal,true,high,The claim addresses the lack of safety testing for combined vaccine doses.,,U0277 | U0286,"[U0277] Current vaccination schedules in which multiple shots are administered in a single visit exceed even the 850 mcg limit.
[U0286] “FDA regulations require safety testing of constituent ingredients in drugs (21 CFR 610.15). With the exception of extraneous proteins, no component safety testing is required for vaccines or vaccine schedules. The dosing of aluminum in vaccines is based on the production of antibody titers, not safety science .”",,,,,,,,,,,,,,,,,
CF1-F03,1,Set F,model,completed,,The CDC's claim that thimerosal is not harmful is contradicted by evidence of its neurotoxicity.,The CDC's claim that thimerosal is not harmful is contradicted by evidence of its neurotoxicity.,thesis,endorsed,article_voice,article_voice,article_voice,strengthens,weakens,normal,normal,true,high,The claim critiques the CDC's stance on thimerosal's safety.,,U0301 | U0322,"[U0301] “[Thimerosal] is toxic… Mutagenic in mammalian cells.“
[U0322] Once deposited in the brain, thimerosal converts to inorganic mercury and remains trapped there, resulting in neuroinflammation.",,,,,,,,,,,,,,,,,
CF1-F03,1,Set F,model,completed,,The CDC and public health authorities have engaged in censorship regarding vaccine safety discussions.,The CDC and public health authorities have engaged in censorship regarding vaccine safety discussions.,thesis,endorsed,article_voice,article_voice,article_voice,strengthens,weakens,normal,normal,true,high,The claim discusses the suppression of dissenting views on vaccine safety.,,U0156 | U0160,"[U0156] Once again, allowing people to consider varied perspectives and then make up their own minds was not permitted.
[U0160] Stephen Schumacher (also a PTFP co-editor now) would experience the same censorship several years later regarding the experimental mRNA Covid vaccines.",,,,,,,,,,,,,,,,,
CF1-F03,1,Set F,model,completed,,The health department's ad promotes a narrative that vaccines are safe without addressing significant concerns raised by parents.,The health department's ad promotes a narrative that vaccines are safe without addressing significant concerns raised by parents.,thesis,endorsed,article_voice,article_voice,article_voice,strengthens,weakens,normal,normal,true,medium,The claim critiques the health department's messaging on vaccines.,,U0013 | U0014,"[U0013] The health department’s ad comes at a time when childhood vaccination rates are dropping steadily across the country.
[U0014] Along with reduction in vaccine uptake, there is also a rise in the rate of parents seeking vaccine exemptions for their children.",,,,,,,,,,,,,,,,,
CF1-F03,1,Set F,model,completed,,The increase in vaccine doses administered to children correlates with a rise in chronic health issues.,The increase in vaccine doses administered to children correlates with a rise in chronic health issues.,thesis,endorsed,article_voice,article_voice,article_voice,strengthens,weakens,normal,normal,true,high,The claim discusses the correlation between vaccination rates and chronic health conditions.,,U0086 | U0090,"[U0086] It was a rude awakening, especially for those of us in the Baby Boomer generation, to learn that the chronic illness rate in U.S. children which had been negligible when we were kids had jumped to 12.8% in the 1980s, then to 54% by 2011 .
[U0090] But after embarking on the world’s most aggressive vaccination program, the U.S. had twice as many first-day infant deaths as all 27 EU nations combined .",,,,,,,,,,,,,,,,,
CF1-F03,1,Set D,model,completed,,"Parents who choose not to vaccinate their children are often highly educated and scientifically literate, including many medical professionals.","Parents who choose not to vaccinate their children are often highly educated and scientifically literate, including many medical professionals.",pillar,endorsed,Aaron Siri,,,strengthens,weakens,normal,normal,true,high,U0021,Pillar 1,U0021,"[U0021] • Parents who do not vaccinate. Parents who choose to forego vaccines, he says, are not only highly educated, but “often scientifically literate. Many are medical professionals. Leading scientists.” He quotes vaccine promoter Emily Brunson, PhD, who acknowledges: “When you look at hesitancy in the U.S., the group who is most likely to purposefully choose to not vaccinate are highly educated. In speaking with them, these are people who have read the primary literature themselves, and they’re correctly interpreting it.”",,,,,,,,,,,,,,,,,
