fixture,repeat,profile,origin,runStatus,failureClass,propositionCore,claimText,articleRole,articleUse,assertionSource,assertionSourceKind,assertionSourceName,ifSupportedEffect,ifRefutedEffect,scoreTransformCheck,expectedTransform,transformConsistent,materiality,scope,relatedPillarLabels,sourceUnitIds,groundingText,verificationTarget,disputedProposition,stipulatedByArticle,whyThisTarget,warrant,supportCriteria,refuteCriteria,qualifyCriteria,mustMatch,rejectIfOnly_model,rejectIfOnly_host,sourceStrategy_emitted,sourceStrategy_resolved,searchConcepts,relevantNamedWorkIds,cautions,packageValid
CF1-F03,2,Set H,model,verification_failed,verification_failed:package_verification,"Half of American school children are not fully vaccinated, and at least 1 in 88 toddlers are completely unvaccinated.","Half of American school children are not fully vaccinated, and at least 1 in 88 toddlers are completely unvaccinated.",pillar,endorsed,,,,strengthens,unchanged,normal,unresolved,false,high,national,Vaccine Safety Concerns,U0002,"[U0002] “According to the CDC and public health authorities, parents who choose not to vaccinate their children are typically highly educated. CDC data reflect that half of American school children are not fully vaccinated, and at least 1 in 88 toddlers are completely unvaccinated. Why would the parents of these children, comprising a large part of the nation’s brain trust, choose not to vaccinate their children?”",,,,,,,,,,,,,,,,,false
CF1-F03,2,Set H,model,verification_failed,verification_failed:package_verification,The claims made in public health advertisements about vaccines are based on medical dogma that lacks credible evidence.,The claims made in public health advertisements about vaccines are based on medical dogma that lacks credible evidence.,thesis,endorsed,,,,strengthens,weakens,normal,normal,true,high,local,Public Health Authority Critique,U0027,"[U0027] As this article will show, the claims made in our health department’s ad repeat medical dogma that has persisted for decades with no basis in reality.",,,,,,,,,,,,,,,,,false
CF1-F03,2,Set H,model,verification_failed,verification_failed:package_verification,"The 1986 National Childhood Vaccine Injury Act removed liability from vaccine manufacturers, leading to increased vaccine administration without accountability.","The 1986 National Childhood Vaccine Injury Act removed liability from vaccine manufacturers, leading to increased vaccine administration without accountability.",pillar,endorsed,,,,strengthens,weakens,normal,normal,true,high,national,Historical Context of Vaccine Legislation,U0070,"[U0070] Bowing to the pressure, in 1986 Congress removed all liability from drug companies for childhood vaccines they produced.",,,,,,,,,,,,,,,,,false
CF1-F03,2,Set H,model,verification_failed,verification_failed:package_verification,"Vaccines contain toxic substances such as aluminum and mercury, which pose health risks to children.","Vaccines contain toxic substances such as aluminum and mercury, which pose health risks to children.",pillar,endorsed,,,,strengthens,weakens,normal,normal,true,high,specific,Vaccine Safety Concerns,U0245 | U0301,"[U0245] Folks SHOULD be nervous about aluminum being used in vaccines.
[U0301] “[Thimerosal] is toxic… Mutagenic in mammalian cells.“",,,,,,,,,,,,,,,,,false
CF1-F03,2,Set H,model,verification_failed,verification_failed:package_verification,"The CDC has manipulated data to downplay the risks associated with vaccines, including the MMR vaccine and its link to autism.","The CDC has manipulated data to downplay the risks associated with vaccines, including the MMR vaccine and its link to autism.",pillar,endorsed,,,,strengthens,weakens,normal,normal,true,high,specific,Public Health Authority Critique,U0037 | U0344,"[U0037] Senior CDC scientist turned whistleblower William Thompson revealed privately in 2014 that data linking the MMR vaccine (measles/mumps/rubella) to autism had been manipulated by the agency ten years earlier.
[U0344] Instead the CDC “massaged” the data and in 2003 released a reworked, fraudulent version of the study loudly trumpeting that thimerosal did not cause autism and other neurodevelomental problems.",,,,,,,,,,,,,,,,,false
CF1-F03,2,Set H,model,verification_failed,verification_failed:package_verification,Parents who choose not to vaccinate their children are often highly educated and scientifically literate.,Parents who choose not to vaccinate their children are often highly educated and scientifically literate.,pillar,endorsed,,,,strengthens,unchanged,normal,unresolved,false,medium,demographic,Public Health Authority Critique,U0021,"[U0021] • Parents who do not vaccinate. Parents who choose to forego vaccines, he says, are not only highly educated, but “often scientifically literate. Many are medical professionals. Leading scientists.” He quotes vaccine promoter Emily Brunson, PhD, who acknowledges: “When you look at hesitancy in the U.S., the group who is most likely to purposefully choose to not vaccinate are highly educated. In speaking with them, these are people who have read the primary literature themselves, and they’re correctly interpreting it.”",,,,,,,,,,,,,,,,,false
CF1-F03,2,Set H,model,verification_failed,verification_failed:package_verification,The rise in chronic illnesses among children correlates with the increase in the childhood vaccination schedule since 1986.,The rise in chronic illnesses among children correlates with the increase in the childhood vaccination schedule since 1986.,pillar,endorsed,,,,strengthens,weakens,normal,normal,true,high,historical,Vaccine Safety Concerns,U0086 | U0090,"[U0086] It was a rude awakening, especially for those of us in the Baby Boomer generation, to learn that the chronic illness rate in U.S. children which had been negligible when we were kids had jumped to 12.8% in the 1980s, then to 54% by 2011 .
[U0090] But after embarking on the world’s most aggressive vaccination program, the U.S. had twice as many first-day infant deaths as all 27 EU nations combined .",,,,,,,,,,,,,,,,,false
CF1-F03,2,Set H,model,verification_failed,verification_failed:package_verification,"Censorship exists in discussions about vaccine safety, limiting the ability of parents to access diverse perspectives.","Censorship exists in discussions about vaccine safety, limiting the ability of parents to access diverse perspectives.",pillar,endorsed,,,,strengthens,weakens,normal,normal,true,high,local,Censorship and Information Suppression,U0155 | U0160,"[U0155] The reason: correlation does not imply causation.”
[U0160] Stephen Schumacher (also a PTFP co-editor now) would experience the same censorship several years later regarding the experimental mRNA Covid vaccines.",,,,,,,,,,,,,,,,,false
CF1-F03,2,Set H,model,verification_failed,verification_failed:package_verification,The CDC's assertion that thimerosal is not harmful is contradicted by scientific evidence showing its neurotoxicity.,The CDC's assertion that thimerosal is not harmful is contradicted by scientific evidence showing its neurotoxicity.,pillar,endorsed,,,,strengthens,weakens,normal,normal,true,high,specific,Vaccine Safety Concerns,U0301 | U0320,"[U0301] “[Thimerosal] is toxic… Mutagenic in mammalian cells.“
[U0320] The study demonstrated that while ingested methylmercury generally remains in the bloodstream, injected thimerosal crosses the placenta and blood brain barriers at high levels.",,,,,,,,,,,,,,,,,false
CF1-F03,2,Set H,model,verification_failed,verification_failed:package_verification,The narrative that vaccines are a modern medical miracle is challenged by evidence of adverse effects and lack of transparency in vaccine research.,The narrative that vaccines are a modern medical miracle is challenged by evidence of adverse effects and lack of transparency in vaccine research.,pillar,endorsed,,,,strengthens,weakens,normal,normal,true,high,general,Public Health Authority Critique,U0028 | U0131,"[U0028] At best the narrative is a wishful fairy tale.
[U0131] At the same time that decades of fraud, false narratives and industry capture were being exposed, the pharma-medical-industrial complex was aggressively pushing to eliminate all challenges to the vaccine narrative.",,,,,,,,,,,,,,,,,false
CF1-F03,3,Set H,model,verification_failed,verification_failed:package_verification,Public health authorities claim that vaccines are safe and effective based on credible studies.,Public health authorities' claims about vaccines are based on flawed data and misinformation.,opponent_claim,opponent_to_rebut,,,,weakens,strengthens,invert,invert,true,high,general,Vaccine Safety Concerns | Censorship and Information Suppression,U0001,"[U0001] Public Health’s “Truth” About Vaccines
PART 1
by Ana Wolpin | Apr 12, 2026 | General | 33 comments",,,,,,,,,,,,,,,,,false
CF1-F03,3,Set H,model,verification_failed,verification_failed:package_verification,"The 1986 National Childhood Vaccine Injury Act removed liability from vaccine manufacturers, impacting vaccine safety oversight.","The 1986 act set the stage for the breathtaking industry capture, government cover-ups and bombardment of 'safe and effective' messaging that followed.",pillar,endorsed,,,,strengthens,unchanged,normal,unresolved,false,high,specific,Historical Context of Vaccine Legislation,U0070,"[U0070] Bowing to the pressure, in 1986 Congress removed all liability from drug companies for childhood vaccines they produced.",,,,,,,,,,,,,,,,,false
CF1-F03,3,Set H,model,verification_failed,verification_failed:package_verification,There is a significant rise in vaccine hesitancy among parents due to concerns about vaccine safety.,The health department’s ad comes at a time when childhood vaccination rates are dropping steadily across the country.,pillar,endorsed,,,,strengthens,weakens,normal,normal,true,high,general,Public Perception and Vaccine Hesitancy,U0013,[U0013] The health department’s ad comes at a time when childhood vaccination rates are dropping steadily across the country.,,,,,,,,,,,,,,,,,false
CF1-F03,3,Set H,model,verification_failed,verification_failed:package_verification,Aluminum in vaccines poses health risks to children.,Aluminum is known to cause brain damage at all doses.,pillar,endorsed,,,,strengthens,weakens,normal,normal,true,high,specific,Adverse Effects and Vaccine Ingredients,U0254,[U0254] It is known to cause brain damage at all doses.,,,,,,,,,,,,,,,,,false
CF1-F03,3,Set H,model,verification_failed,verification_failed:package_verification,"Thimerosal, a mercury-based preservative used in vaccines, is neurotoxic and poses risks to children.",Thimerosal is toxic… Mutagenic in mammalian cells.,pillar,endorsed,,,,strengthens,weakens,normal,normal,true,high,specific,Adverse Effects and Vaccine Ingredients,U0301,[U0301] “[Thimerosal] is toxic… Mutagenic in mammalian cells.“,,,,,,,,,,,,,,,,,false
CF1-F03,3,Set H,model,verification_failed,verification_failed:package_verification,The CDC has manipulated data regarding vaccine safety to suppress concerns about adverse effects.,"The fraudulent, re-worked study was then released to declare that it had proven MMR vaccines did not cause autism.",opponent_claim,opponent_to_rebut,,,,strengthens,weakens,invert,normal,false,high,specific,Censorship and Information Suppression,U0041,"[U0041] The fraudulent, re-worked study was then released to declare that it had proven MMR vaccines did not cause autism.",,,,,,,,,,,,,,,,,false
CF1-F03,3,Set H,model,verification_failed,verification_failed:package_verification,"Parents report adverse reactions in their children following vaccinations, including severe health issues.","Many described rushing their infants or toddlers to the ER with convulsions, 105° fevers, horrifying screams and seizures after their shots.",pillar,endorsed,,,,strengthens,weakens,normal,normal,true,high,specific,Public Perception and Vaccine Hesitancy,U0101,[U0101] The common themes in stories parents recounted were eerie.,,,,,,,,,,,,,,,,,false
CF1-F03,3,Set H,model,verification_failed,verification_failed:package_verification,The rise in chronic health conditions among children correlates with increased vaccination rates.,"The chronic illness rate in U.S. children which had been negligible when we were kids had jumped to 12.8% in the 1980s, then to 54% by 2011.",pillar,endorsed,,,,strengthens,weakens,normal,normal,true,high,specific,Public Perception and Vaccine Hesitancy,U0086,"[U0086] It was a rude awakening, especially for those of us in the Baby Boomer generation, to learn that the chronic illness rate in U.S. children which had been negligible when we were kids had jumped to 12.8% in the 1980s, then to 54% by 2011 .",,,,,,,,,,,,,,,,,false
CF1-F03,3,Set H,model,verification_failed,verification_failed:package_verification,Censorship exists regarding discussions about vaccine safety and adverse effects.,This censorship was applied even when we submitted letters to the editor about vaccines.,pillar,endorsed,,,,strengthens,weakens,normal,normal,true,high,specific,Censorship and Information Suppression,U0158,[U0158] This censorship was applied even when we submitted letters to the editor about vaccines.,,,,,,,,,,,,,,,,,false
CF1-F03,3,Set H,model,verification_failed,verification_failed:package_verification,The CDC's narrative on vaccine safety is challenged by independent research and whistleblower accounts.,The findings were so alarming—infants exposed to high levels of thimerosal during their first month of life had 7.6 times higher risk of autism diagnosis than their unexposed peers.,pillar,endorsed,,,,strengthens,weakens,normal,normal,true,high,specific,Censorship and Information Suppression,U0328,[U0328] Thomas Verstraeten to do a study to put to rest concerns about thimerosal causing autism.,,,,,,,,,,,,,,,,,false
