fixture,repeat,profile,origin,runStatus,failureClass,propositionCore,claimText,articleRole,articleUse,assertionSource,assertionSourceKind,assertionSourceName,ifSupportedEffect,ifRefutedEffect,scoreTransformCheck,expectedTransform,transformConsistent,materiality,scope,relatedPillarLabels,sourceUnitIds,groundingText,verificationTarget,disputedProposition,stipulatedByArticle,whyThisTarget,warrant,supportCriteria,refuteCriteria,qualifyCriteria,mustMatch,rejectIfOnly_model,rejectIfOnly_host,sourceStrategy_emitted,sourceStrategy_resolved,searchConcepts,relevantNamedWorkIds,cautions,packageValid
CF1-F03,1,Set E2 + C2,model,completed,,The CDC's assertion that vaccines are tested more than any other medicine is misleading and lacks credible evidence.,The CDC's assertion that vaccines are tested more than any other medicine is misleading and lacks credible evidence.,opponent_claim,opponent_to_rebut,Ana Wolpin,,,strengthens,weakens,normal,normal,true,medium,vaccine testing claims,Pillar 5,U0401,[U0401] Is it true that “vaccines are tested more than any other medicine you could give your kid” ?,substantive,The CDC's assertion that vaccines are tested more than any other medicine is misleading and lacks credible evidence.,,The dispute is whether the CDC's assertion about vaccine testing is substantiated.,,Evidence showing that vaccines are not tested more rigorously than other medicines.,Data supporting the CDC's assertion that vaccines undergo more testing than other medications.,"Evidence suggesting that while vaccines may be tested, the comparison to other medicines may vary.",CDC assertion | vaccine testing | comparison to other medicines,Restating the article or quoted allegation without new evidence. | Discussing vaccine testing in general without addressing the specific CDC assertion.,,primary_article_result,primary_article_result,vaccine testing | CDC assertion | medicine comparison,,,true
CF1-F03,2,Set E2 + C2,model,completed,,The rise in vaccine hesitancy is linked to increased awareness of vaccine risks and concerns about vaccine safety.,The rise in vaccine hesitancy is linked to increased awareness of vaccine risks and concerns about vaccine safety.,pillar,endorsed,article author,,,strengthens,weakens,normal,normal,true,high,U.S. vaccine hesitancy trends,Pillar 1,U0013 | U0014 | U0015,"[U0013] The health department’s ad comes at a time when childhood vaccination rates are dropping steadily across the country.
[U0014] Along with reduction in vaccine uptake, there is also a rise in the rate of parents seeking vaccine exemptions for their children.
[U0015] In Part 1 of this article, we will explore the growing awareness causing this shift, share some local history on attempts to open up the conversation about vaccines in our community, and examine some of the statements above that our health department has made to reassure parents that they needn’t worry about common vaccination concerns.",both_needed,The rise in vaccine hesitancy is linked to increased awareness of vaccine risks and concerns about vaccine safety.,,The dispute involves both the occurrence of the rise in vaccine hesitancy and the validity of the link to awareness of vaccine risks.,,Evidence showing a direct correlation between increased awareness of vaccine risks and rising vaccine hesitancy rates in the U.S.,Evidence demonstrating that increased awareness of vaccine risks does not correlate with vaccine hesitancy rates.,Evidence indicating that the link between awareness of vaccine risks and vaccine hesitancy is only applicable to certain demographics or regions.,U.S. vaccine hesitancy trends | data on awareness of vaccine risks | quantitative studies on vaccine hesitancy,Restating the claim without providing new evidence | Discussing vaccine hesitancy without addressing the link to awareness of risks | Using data from outside the U.S.,,mixed_sources,mixed_sources,vaccine hesitancy | awareness of vaccine risks | U.S. vaccination trends,,Ensure that evidence directly addresses the causal link between awareness and hesitancy.,true
CF1-F03,2,Set E2 + C2,model,completed,,"Censorship of vaccine-related information is prevalent in media and public discourse, limiting open discussion about vaccine safety.","Censorship of vaccine-related information is prevalent in media and public discourse, limiting open discussion about vaccine safety.",pillar,endorsed,article author,,,strengthens,weakens,normal,normal,true,high,Media and public discourse on vaccines,Pillar 2,U0005 | U0006 | U0021 | U0062 | U0155,"[U0005] “What’s the Truth about Vaccines?” asked Jefferson County Public Health (JCPH) in a quarter-page ad in the March 11 Port Townsend Leader. The hand-drawn, whimsical cartoon-style presentation and the ad’s content offered a light-hearted attempt to ease parents’ concerns about vaccinating their children.
[U0006] “This is a JUDGEMENT FREE guide to learn about vaccines,” the ad opens with. “You don’t need to have your mind made up to start reading. BRING YOUR CURIOSITY!”
[U0021] • Parents who do not vaccinate. Parents who choose to forego vaccines, he says, are not only highly educated, but “often scientifically literate. Many are medical professionals. Leading scientists.” He quotes vaccine promoter Emily Brunson, PhD, who acknowledges: “When you look at hesitancy in the U.S., the group who is most likely to purposefully choose to not vaccinate are highly educated. In speaking with them, these are people who have read the primary literature themselves, and they’re correctly interpreting it.”
[U0062] Self-appointed community gatekeeper Owen Rowe demonstrated the epitome of the angry zealotry that Siri describes.
[U0155] The reason: correlation does not imply causation.”",both_needed,"Censorship of vaccine-related information is prevalent in media and public discourse, limiting open discussion about vaccine safety.",,The dispute involves both the occurrence of censorship and the impact it has on discussions about vaccine safety.,,Instances of documented censorship of vaccine-related information in media outlets.,Evidence showing that vaccine-related information is freely discussed in media and public discourse.,Evidence indicating that censorship is limited to specific media outlets or types of information.,Media reports on vaccine-related censorship | Public discourse analysis on vaccine safety,Restating the claim without providing new evidence | Discussing media coverage of vaccines without addressing censorship | Using examples from non-mainstream media.,,mixed_sources,mixed_sources,vaccine censorship | media discourse on vaccines | public health communication,,Ensure that evidence directly addresses the prevalence of censorship.,true
CF1-F03,2,Set E2 + C2,model,completed,,"There is evidence of manipulation and suppression of data regarding vaccine safety, particularly concerning the MMR vaccine and its alleged link to autism.","There is evidence of manipulation and suppression of data regarding vaccine safety, particularly concerning the MMR vaccine and its alleged link to autism.",pillar,endorsed,"William Thompson, CDC whistleblower",,,strengthens,weakens,normal,normal,true,high,CDC studies on MMR vaccine,Pillar 3,U0037 | U0041,"[U0037] Senior CDC scientist turned whistleblower William Thompson revealed privately in 2014 that data linking the MMR vaccine (measles/mumps/rubella) to autism had been manipulated by the agency ten years earlier.
[U0041] The fraudulent, re-worked study was then released to declare that it had proven MMR vaccines did not cause autism.",substantive,"There is evidence of manipulation and suppression of data regarding vaccine safety, particularly concerning the MMR vaccine and its alleged link to autism.","William Thompson, CDC whistleblower",The dispute is about the truth of the manipulation and suppression of data.,,Documented evidence from whistleblower accounts or internal CDC documents showing data manipulation.,Evidence demonstrating that the data regarding the MMR vaccine has not been manipulated.,Evidence indicating that manipulation may have occurred but does not affect all data on vaccine safety.,CDC internal documents | Whistleblower testimony | Data on MMR vaccine safety,Restating the claim without providing new evidence | Discussing vaccine safety without addressing data manipulation | Using unrelated vaccine data.,"A source only repeats or reports the statement the article already stipulates, without independent evidence about: There is evidence of manipulation and suppression of data regarding vaccine safety, particularly concerni",mixed_sources,mixed_sources,MMR vaccine data manipulation | CDC whistleblower evidence | vaccine safety studies,,Ensure that evidence directly addresses the manipulation of data.,true
CF1-F03,2,Set E2 + C2,model,completed,,"The 1986 National Childhood Vaccine Injury Act removed liability from vaccine manufacturers, leading to a lack of accountability for vaccine safety.","The 1986 National Childhood Vaccine Injury Act removed liability from vaccine manufacturers, leading to a lack of accountability for vaccine safety.",pillar,endorsed,article author,,,strengthens,weakens,normal,normal,true,high,U.S. vaccine manufacturers,Pillar 4,U0070,"[U0070] Bowing to the pressure, in 1986 Congress removed all liability from drug companies for childhood vaccines they produced.",substantive,"The 1986 National Childhood Vaccine Injury Act removed liability from vaccine manufacturers, leading to a lack of accountability for vaccine safety.",National Childhood Vaccine Injury Act,The dispute is about the truth of the Act's implications on vaccine manufacturer accountability.,,Legal documents or analyses showing the liability removal from vaccine manufacturers.,Evidence demonstrating that vaccine manufacturers are held accountable for vaccine safety.,Evidence indicating that liability removal applies only to certain vaccines or circumstances.,1986 National Childhood Vaccine Injury Act | Legal analyses of vaccine liability,Restating the claim without providing new evidence | Discussing vaccine safety without addressing the Act's implications | Using examples from outside the U.S.,"A source only repeats or reports the statement the article already stipulates, without independent evidence about: The 1986 National Childhood Vaccine Injury Act removed liability from vaccine manufacturers, leading to a",primary_article_result,named_work_result,National Childhood Vaccine Injury Act | vaccine manufacturer liability | vaccine safety accountability,NW001,Ensure that evidence directly addresses the implications of the Act.,true
CF1-F03,2,Set E2 + C2,model,completed,,"The type of mercury in vaccines, ethylmercury, is toxic and poses health risks.","The type of mercury in vaccines, ethylmercury, is toxic and poses health risks.",pillar,endorsed,Material Safety Data Sheet for thimerosal,,,strengthens,weakens,normal,normal,true,high,Thimerosal in vaccines,Pillar 5,U0245 | U0301 | U0308,"[U0245] Folks SHOULD be nervous about aluminum being used in vaccines.
[U0301] “[Thimerosal] is toxic… Mutagenic in mammalian cells.“
[U0308] Mercury is the third most toxic element on earth, 500 times more poisonous than lead.",substantive,"The type of mercury in vaccines, ethylmercury, is toxic and poses health risks.",,The dispute is about the truth of the toxicity of ethylmercury in vaccines.,,Scientific studies demonstrating the toxicity of ethylmercury in vaccines.,Evidence showing that ethylmercury is safe in vaccine doses.,Evidence indicating that toxicity may vary based on dosage or individual susceptibility.,Studies on ethylmercury toxicity | Vaccine ingredient safety analyses,Restating the claim without providing new evidence | Discussing mercury without specifying ethylmercury | Using unrelated toxicity studies.,,mixed_sources,mixed_sources,ethylmercury toxicity | vaccine safety studies | thimerosal in vaccines,,Ensure that evidence directly addresses the toxicity of ethylmercury.,true
CF1-F03,2,Set E2 + C2,model,completed,,The claims made in the Jefferson County Public Health ad about vaccines are misleading and lack credible scientific support.,The claims made in the Jefferson County Public Health ad about vaccines are misleading and lack credible scientific support.,thesis,endorsed,article author,,,strengthens,weakens,normal,normal,true,high,Jefferson County Public Health ad,Pillar 2,U0005 | U0006 | U0021,"[U0005] “What’s the Truth about Vaccines?” asked Jefferson County Public Health (JCPH) in a quarter-page ad in the March 11 Port Townsend Leader. The hand-drawn, whimsical cartoon-style presentation and the ad’s content offered a light-hearted attempt to ease parents’ concerns about vaccinating their children.
[U0006] “This is a JUDGEMENT FREE guide to learn about vaccines,” the ad opens with. “You don’t need to have your mind made up to start reading. BRING YOUR CURIOSITY!”
[U0021] • Parents who do not vaccinate. Parents who choose to forego vaccines, he says, are not only highly educated, but “often scientifically literate. Many are medical professionals. Leading scientists.” He quotes vaccine promoter Emily Brunson, PhD, who acknowledges: “When you look at hesitancy in the U.S., the group who is most likely to purposefully choose to not vaccinate are highly educated. In speaking with them, these are people who have read the primary literature themselves, and they’re correctly interpreting it.”",substantive,The claims made in the Jefferson County Public Health ad about vaccines are misleading and lack credible scientific support.,,The dispute is about the truth of the claims made in the ad.,,Analysis showing that the claims in the ad are misleading or unsupported by scientific evidence.,Evidence demonstrating that the claims in the ad are accurate and supported by credible science.,Evidence indicating that some claims in the ad may be accurate but others are misleading.,Jefferson County Public Health ad content | Scientific analyses of vaccine claims,Restating the claim without providing new evidence | Discussing vaccine claims without addressing the ad specifically | Using unrelated public health ads.,,mixed_sources,mixed_sources,Jefferson County Public Health ad | vaccine claims analysis | public health communication,,Ensure that evidence directly addresses the claims made in the ad.,true
CF1-F03,2,Set E2 + C2,model,completed,,"Aluminum in vaccines is linked to various health issues, including autism and neurological damage.","Aluminum in vaccines is linked to various health issues, including autism and neurological damage.",pillar,endorsed,James Lyons-Weiler and Robert Ricketson,,,strengthens,weakens,normal,normal,true,high,Aluminum content in vaccines,Pillar 5,U0242 | U0255,"[U0242] “Our calculations show that the levels of aluminum suggested by the currently used limits place infants at risk of acute, repeated, and possibly chronic exposures of toxic levels of aluminum in modern vaccine schedules.”
[U0255] Aluminum poisoning has been linked to autism, SIDs, seizures, autoimmune issues, Alzheimers, neurological damage, impaired renal function, demyelinating disorders such as MS, and cancer. [ source ]",substantive,"Aluminum in vaccines is linked to various health issues, including autism and neurological damage.",,The dispute is about the truth of the link between aluminum in vaccines and health issues.,,Scientific studies linking aluminum in vaccines to health issues.,Evidence showing that aluminum in vaccines does not cause health issues.,Evidence indicating that the link may only apply to certain populations or dosages.,Studies on aluminum toxicity | Vaccine ingredient safety analyses,Restating the claim without providing new evidence | Discussing aluminum without specifying its vaccine context | Using unrelated health studies.,,mixed_sources,mixed_sources,aluminum toxicity | vaccine safety studies | health issues linked to aluminum,,Ensure that evidence directly addresses the link between aluminum and health issues.,true
CF1-F03,2,Set E2 + C2,model,completed,,The increase in childhood chronic illnesses correlates with the rise in vaccination rates since the 1986 Act.,The increase in childhood chronic illnesses correlates with the rise in vaccination rates since the 1986 Act.,pillar,endorsed,article author,,,strengthens,weakens,normal,normal,true,high,U.S. childhood health statistics,Pillar 4,U0086 | U0090,"[U0086] It was a rude awakening, especially for those of us in the Baby Boomer generation, to learn that the chronic illness rate in U.S. children which had been negligible when we were kids had jumped to 12.8% in the 1980s, then to 54% by 2011 .
[U0090] But after embarking on the world’s most aggressive vaccination program, the U.S. had twice as many first-day infant deaths as all 27 EU nations combined .",substantive,The increase in childhood chronic illnesses correlates with the rise in vaccination rates since the 1986 Act.,,The dispute is about the truth of the correlation between chronic illnesses and vaccination rates.,,Statistical analyses showing a correlation between vaccination rates and chronic illness rates.,Evidence demonstrating that there is no correlation between vaccination rates and chronic illnesses.,Evidence indicating that the correlation may not imply causation.,U.S. childhood health statistics | Vaccination rate data,Restating the claim without providing new evidence | Discussing health trends without addressing vaccination rates | Using data from outside the U.S.,,mixed_sources,mixed_sources,childhood chronic illnesses | vaccination rates correlation | U.S. health statistics,,Ensure that evidence directly addresses the correlation between chronic illnesses and vaccination rates.,true
CF1-F03,2,Set E2 + C2,model,completed,,"Half of American school children are not fully vaccinated, and at least 1 in 88 toddlers are completely unvaccinated.","Half of American school children are not fully vaccinated, and at least 1 in 88 toddlers are completely unvaccinated.",pillar_support,reported,CDC data,,,strengthens,unchanged,normal,unresolved,false,high,U.S. school children and toddlers,Pillar 1,U0002,"[U0002] “According to the CDC and public health authorities, parents who choose not to vaccinate their children are typically highly educated. CDC data reflect that half of American school children are not fully vaccinated, and at least 1 in 88 toddlers are completely unvaccinated. Why would the parents of these children, comprising a large part of the nation’s brain trust, choose not to vaccinate their children?”",substantive,"Half of American school children are not fully vaccinated, and at least 1 in 88 toddlers are completely unvaccinated.",,The dispute is about the truth of the vaccination rates among American school children and toddlers.,,CDC data confirming the vaccination rates among school children and toddlers.,Evidence showing that the vaccination rates are higher than claimed.,Evidence indicating that the rates may vary by region or demographic.,CDC vaccination statistics | U.S. school children and toddler vaccination data,Restating the claim without providing new evidence | Discussing vaccination rates without specifying the U.S. context | Using data from outside the U.S.,,primary_article_result,primary_article_result,vaccination rates in U.S. | CDC vaccination statistics | school children vaccination,,Ensure that evidence directly addresses the vaccination rates.,true
CF1-F03,2,Set E2 + C2,model,completed,,Parents who choose not to vaccinate their children are often highly educated and scientifically literate.,Parents who choose not to vaccinate their children are often highly educated and scientifically literate.,pillar,endorsed,Aaron Siri,,,strengthens,weakens,normal,normal,true,medium,Parents in the U.S.,Pillar 2,U0021,"[U0021] • Parents who do not vaccinate. Parents who choose to forego vaccines, he says, are not only highly educated, but “often scientifically literate. Many are medical professionals. Leading scientists.” He quotes vaccine promoter Emily Brunson, PhD, who acknowledges: “When you look at hesitancy in the U.S., the group who is most likely to purposefully choose to not vaccinate are highly educated. In speaking with them, these are people who have read the primary literature themselves, and they’re correctly interpreting it.”",substantive,Parents who choose not to vaccinate their children are often highly educated and scientifically literate.,,The dispute is about the truth of the educational background of parents who choose not to vaccinate.,,Surveys or studies showing the educational background of parents who do not vaccinate.,Evidence showing that parents who do not vaccinate are not highly educated.,Evidence indicating that the educational background may vary by region or demographic.,Surveys on parental education and vaccination choices | Demographic studies on vaccine hesitancy,Restating the claim without providing new evidence | Discussing parental education without addressing vaccination choices | Using unrelated demographic studies.,,mixed_sources,mixed_sources,parental education and vaccination | vaccine hesitancy demographics | highly educated parents and vaccines,,Ensure that evidence directly addresses the educational background of non-vaccinating parents.,true
CF1-F03,3,Set E2 + C2,model,completed,,"Half of American school children are not fully vaccinated, and at least 1 in 88 toddlers are completely unvaccinated.","Half of American school children are not fully vaccinated, and at least 1 in 88 toddlers are completely unvaccinated.",pillar_support,reported,CDC data,,,strengthens,unchanged,normal,unresolved,false,high,U0002,Pillar 1,U0002,"[U0002] “According to the CDC and public health authorities, parents who choose not to vaccinate their children are typically highly educated. CDC data reflect that half of American school children are not fully vaccinated, and at least 1 in 88 toddlers are completely unvaccinated. Why would the parents of these children, comprising a large part of the nation’s brain trust, choose not to vaccinate their children?”",substantive,"Half of American school children are not fully vaccinated, and at least 1 in 88 toddlers are completely unvaccinated.",,The dispute is whether the vaccination rates reported by the CDC are accurate.,,Evidence showing that at least 50% of American school children are not fully vaccinated according to CDC data. | Data indicating that at least 1 in 88 toddlers are completely unvaccinated.,Evidence showing that less than 50% of American school children are not fully vaccinated according to CDC data. | Data indicating that less than 1 in 88 toddlers are completely unvaccinated.,Evidence showing that the vaccination rates vary significantly by region or demographic.,CDC vaccination statistics | Population of American school children | Population of toddlers | Time frame of the data reported,Restating the claim without providing supporting data from the CDC. | Discussing vaccination rates without specifying the population of American school children or toddlers.,,primary_article_result,primary_article_result,CDC vaccination statistics | vaccination rates | unvaccinated children,,,true
CF1-F03,3,Set E2 + C2,model,completed,,The claims made in public health advertisements about vaccines often lack credible scientific backing and are based on long-standing medical dogma.,The claims made in public health advertisements about vaccines often lack credible scientific backing and are based on long-standing medical dogma.,pillar,endorsed,public health advertisements,,,strengthens,weakens,normal,normal,true,high,"U0027,U0028",Pillar 2,U0027 | U0028,"[U0027] As this article will show, the claims made in our health department’s ad repeat medical dogma that has persisted for decades with no basis in reality.
[U0028] At best the narrative is a wishful fairy tale.",substantive,The claims made in public health advertisements about vaccines often lack credible scientific backing and are based on long-standing medical dogma.,,The dispute is whether public health advertisements are scientifically supported.,,Evidence showing that public health advertisements lack credible scientific references. | Analysis demonstrating that public health advertisements are based on outdated medical beliefs.,Evidence showing that public health advertisements are supported by credible scientific research. | Analysis indicating that public health advertisements are based on current medical understanding.,Evidence showing that some public health advertisements do have credible scientific backing.,Public health advertisements | Credible scientific studies | Historical context of medical dogma,Restating the claim without providing supporting evidence from public health advertisements. | Discussing vaccine safety without addressing the claims made in advertisements.,,mixed_sources,mixed_sources,public health advertisements | scientific backing | medical dogma,,,true
CF1-F03,3,Set E2 + C2,model,completed,,"The childhood vaccination schedule has expanded significantly since the 1986 National Childhood Vaccine Injury Act, correlating with a rise in chronic health conditions among children.","The childhood vaccination schedule has expanded significantly since the 1986 National Childhood Vaccine Injury Act, correlating with a rise in chronic health conditions among children.",pillar,endorsed,historical vaccine data,,,strengthens,weakens,normal,normal,true,high,"U0076,U0086",Pillar 3,U0076 | U0086,"[U0076] Each new childhood shot approved was automatically added to the CDC’s Childhood Vaccine Schedule, with the assurance that tens of millions of children would receive them at routine pediatric visits.
[U0086] It was a rude awakening, especially for those of us in the Baby Boomer generation, to learn that the chronic illness rate in U.S. children which had been negligible when we were kids had jumped to 12.8% in the 1980s, then to 54% by 2011 .",substantive,"The childhood vaccination schedule has expanded significantly since the 1986 National Childhood Vaccine Injury Act, correlating with a rise in chronic health conditions among children.",,The dispute is whether the expansion of the vaccination schedule is linked to increased chronic health conditions.,,Evidence showing a significant increase in the number of vaccines in the childhood vaccination schedule since 1986. | Data indicating a rise in chronic health conditions among vaccinated children.,Evidence showing no significant increase in the number of vaccines in the childhood vaccination schedule since 1986. | Data indicating no rise in chronic health conditions among vaccinated children.,Evidence showing that the rise in chronic health conditions is not solely attributable to vaccination.,Childhood vaccination schedule data | Chronic health condition statistics | Time frame since 1986,Restating the claim without providing supporting data on vaccination schedules or health conditions. | Discussing vaccination without linking it to chronic health conditions.,,primary_article_result,primary_article_result,vaccination schedule | chronic health conditions | 1986 National Childhood Vaccine Injury Act,,,true
CF1-F03,3,Set E2 + C2,model,completed,,"Aluminum in vaccines is toxic and poses health risks to children, especially when injected directly into the bloodstream.","Aluminum in vaccines is toxic and poses health risks to children, especially when injected directly into the bloodstream.",pillar,endorsed,James Lyons-Weiler and Robert Ricketson,,,strengthens,weakens,normal,normal,true,high,"U0242,U0250",Pillar 4,U0242 | U0250,"[U0242] “Our calculations show that the levels of aluminum suggested by the currently used limits place infants at risk of acute, repeated, and possibly chronic exposures of toxic levels of aluminum in modern vaccine schedules.”
[U0250] Injecting aluminum through a vaccination bypasses these protections, placing it directly into the bloodstream.",substantive,"Aluminum in vaccines is toxic and poses health risks to children, especially when injected directly into the bloodstream.",,The dispute is whether aluminum in vaccines is harmful to children.,,Evidence showing that aluminum is toxic when injected into the bloodstream. | Studies indicating health risks associated with aluminum in vaccines.,Evidence showing that aluminum is safe when injected into the bloodstream. | Studies indicating no health risks associated with aluminum in vaccines.,Evidence showing that the toxicity of aluminum varies based on dosage or individual health conditions.,Toxicology studies on aluminum | Health risk assessments | Injection methods,Restating the claim without providing supporting toxicology studies. | Discussing aluminum toxicity in general without linking it to vaccines.,,primary_article_result,primary_article_result,aluminum toxicity | vaccines | health risks,,,true
CF1-F03,3,Set E2 + C2,model,completed,,Censorship of vaccine-related discussions and dissenting opinions is prevalent in public health communications.,Censorship of vaccine-related discussions and dissenting opinions is prevalent in public health communications.,opponent_claim,endorsed,local health authorities and media,,,strengthens,weakens,normal,normal,true,high,"U0155,U0160",Pillar 5,U0062 | U0155 | U0158 | U0159 | U0160,"[U0062] Self-appointed community gatekeeper Owen Rowe demonstrated the epitome of the angry zealotry that Siri describes.
[U0155] The reason: correlation does not imply causation.”
[U0158] This censorship was applied even when we submitted letters to the editor about vaccines.
[U0159] Our opinions , if they challenged local health authorities, were not allowed on the OPINION page.
[U0160] Stephen Schumacher (also a PTFP co-editor now) would experience the same censorship several years later regarding the experimental mRNA Covid vaccines.",substantive,Censorship of vaccine-related discussions and dissenting opinions is prevalent in public health communications.,,The dispute is whether censorship exists in public health communications regarding vaccines.,,Evidence showing instances of censorship in public health communications. | Data indicating a pattern of suppressing dissenting opinions on vaccines.,Evidence showing that public health communications encourage open discussion about vaccines. | Data indicating no instances of censorship in public health communications.,Evidence showing that censorship may vary by region or specific health topics.,Examples of censorship in public health communications | Dissenting opinions on vaccines | Time frame of the communications,Restating the claim without providing specific examples of censorship. | Discussing vaccine communications without addressing censorship.,,mixed_sources,mixed_sources,censorship | public health communications | dissenting opinions,,,true
CF1-F03,3,Set E2 + C2,model,completed,,"Thimerosal, a mercury-based preservative used in some vaccines, is neurotoxic and linked to autism and other neurological disorders.","Thimerosal, a mercury-based preservative used in some vaccines, is neurotoxic and linked to autism and other neurological disorders.",pillar,endorsed,"Gavin de Becker and Robert F. Kennedy, Jr.",,,strengthens,weakens,normal,normal,true,high,"U0308,U0364",Pillar 4,U0245 | U0308 | U0364 | U0370,"[U0245] Folks SHOULD be nervous about aluminum being used in vaccines.
[U0308] Mercury is the third most toxic element on earth, 500 times more poisonous than lead.
[U0364] The last review he cites is a meta-analysis:
[U0370] Thimerosal as a Vaccine Preservative , a summary prepared in 2025 for the CDC’s Advisory Committee for Immunization Practices (ACIP), notes that “thimerosal-containing vaccines exceed the TCLP threshold by orders of magnitude and are classified as D009 Hazardous Waste.”",substantive,"Thimerosal, a mercury-based preservative used in some vaccines, is neurotoxic and linked to autism and other neurological disorders.",,The dispute is whether thimerosal is neurotoxic and linked to autism.,,Evidence showing that thimerosal is neurotoxic. | Studies linking thimerosal to autism and neurological disorders.,Evidence showing that thimerosal is not neurotoxic. | Studies indicating no link between thimerosal and autism.,Evidence showing that the neurotoxic effects of thimerosal may vary based on exposure levels.,Research studies on thimerosal | Neurotoxicity assessments | Autism prevalence data,Restating the claim without providing supporting research on thimerosal. | Discussing thimerosal without linking it to autism or neurological disorders.,,primary_article_result,primary_article_result,thimerosal | neurotoxicity | autism,,,true
CF1-F03,3,Set E2 + C2,model,completed,,The increase in vaccine doses administered to children has not been accompanied by a corresponding increase in vaccine safety studies.,The increase in vaccine doses administered to children has not been accompanied by a corresponding increase in vaccine safety studies.,pillar,endorsed,vaccine safety regulations,,,strengthens,weakens,normal,normal,true,high,U0286,Pillar 4,U0245 | U0256 | U0286 | U0291 | U0308 | U0370,"[U0245] Folks SHOULD be nervous about aluminum being used in vaccines.
[U0256] In the mid-1900s, the FDA established a maximum limit of 850 mcg (0.85 mg) of aluminum per vaccine dose.
[U0286] “FDA regulations require safety testing of constituent ingredients in drugs (21 CFR 610.15). With the exception of extraneous proteins, no component safety testing is required for vaccines or vaccine schedules. The dosing of aluminum in vaccines is based on the production of antibody titers, not safety science .”
[U0291] Therefore, the allowable dose “was based on immunological considerations — not on data demonstrating this amount to be non-toxic when injected into children.
[U0308] Mercury is the third most toxic element on earth, 500 times more poisonous than lead.
[U0370] Thimerosal as a Vaccine Preservative , a summary prepared in 2025 for the CDC’s Advisory Committee for Immunization Practices (ACIP), notes that “thimerosal-containing vaccines exceed the TCLP threshold by orders of magnitude and are classified as D009 Hazardous Waste.”",substantive,The increase in vaccine doses administered to children has not been accompanied by a corresponding increase in vaccine safety studies.,,The dispute is whether the increase in vaccine doses correlates with an increase in safety studies.,,Evidence showing an increase in vaccine doses administered to children. | Data indicating a lack of corresponding increase in vaccine safety studies.,Evidence showing that the increase in vaccine doses is matched by an increase in safety studies. | Data indicating that vaccine safety studies have increased alongside vaccine doses.,Evidence showing that some vaccines have undergone rigorous safety studies despite the overall trend.,Vaccine dose statistics | Vaccine safety study data | Time frame of the data,Restating the claim without providing supporting data on vaccine doses or safety studies. | Discussing vaccine safety without linking it to the number of doses administered.,,mixed_sources,mixed_sources,vaccine doses | safety studies | vaccine regulations,,,true
CF1-F03,3,Set E2 + C2,model,completed,,The CDC manipulated data linking the MMR vaccine to autism and ordered the destruction of evidence.,The CDC manipulated data linking the MMR vaccine to autism and ordered the destruction of evidence.,opponent_claim,endorsed,"William Thompson, CDC whistleblower",,,strengthens,weakens,normal,normal,true,high,"U0037,U0041",Pillar 2,U0037 | U0041,"[U0037] Senior CDC scientist turned whistleblower William Thompson revealed privately in 2014 that data linking the MMR vaccine (measles/mumps/rubella) to autism had been manipulated by the agency ten years earlier.
[U0041] The fraudulent, re-worked study was then released to declare that it had proven MMR vaccines did not cause autism.",substantive,The CDC manipulated data linking the MMR vaccine to autism and ordered the destruction of evidence.,,The dispute is whether the CDC manipulated data regarding the MMR vaccine.,,Evidence showing that the CDC manipulated data related to the MMR vaccine. | Documentation indicating that evidence was destroyed as claimed.,Evidence showing that the CDC did not manipulate data regarding the MMR vaccine. | Documentation indicating that all evidence was preserved.,Evidence showing that data manipulation may have been unintentional or based on flawed methodology.,CDC data manipulation evidence | MMR vaccine studies | Time frame of the data,Restating the claim without providing supporting evidence of data manipulation. | Discussing the MMR vaccine without addressing the alleged data manipulation.,,primary_article_result,primary_article_result,CDC data manipulation | MMR vaccine | autism,,,true
CF1-F03,3,Set E2 + C2,model,completed,,"The CDC has declared that the science on vaccine safety is settled, despite ongoing concerns and evidence to the contrary.","The CDC has declared that the science on vaccine safety is settled, despite ongoing concerns and evidence to the contrary.",opponent_claim,endorsed,CDC statements,,,strengthens,weakens,normal,normal,true,high,U0046,Pillar 2,U0037 | U0041 | U0046 | U0344,"[U0037] Senior CDC scientist turned whistleblower William Thompson revealed privately in 2014 that data linking the MMR vaccine (measles/mumps/rubella) to autism had been manipulated by the agency ten years earlier.
[U0041] The fraudulent, re-worked study was then released to declare that it had proven MMR vaccines did not cause autism.
[U0046] The CDC announced: No more research money will be spent on this question; “the science is settled.”
[U0344] Instead the CDC “massaged” the data and in 2003 released a reworked, fraudulent version of the study loudly trumpeting that thimerosal did not cause autism and other neurodevelomental problems.",substantive,"The CDC has declared that the science on vaccine safety is settled, despite ongoing concerns and evidence to the contrary.",,The dispute is whether the CDC's declaration about vaccine safety is accurate.,,Evidence showing that the CDC declared the science on vaccine safety is settled. | Documentation of ongoing concerns and evidence contradicting this declaration.,Evidence showing that the CDC's declaration is based on comprehensive and conclusive research. | Documentation indicating that there are no significant ongoing concerns about vaccine safety.,Evidence showing that the CDC's declaration may be based on a consensus rather than definitive proof.,CDC statements on vaccine safety | Research studies on vaccine safety | Time frame of the declaration,Restating the claim without providing supporting evidence of the CDC's declaration. | Discussing vaccine safety without addressing the CDC's specific statements.,,mixed_sources,mixed_sources,CDC vaccine safety | settled science | ongoing concerns,,,true
