fixture,repeat,profile,origin,runStatus,failureClass,propositionCore,claimText,articleRole,articleUse,assertionSource,sourceProposition,articleResponse,articleResponseUnitIds,articleResponseGroundingText,assertionSourceKind,assertionSourceName,ifSupportedEffect,ifRefutedEffect,scoreTransformCheck,expectedTransform,transformConsistent,materiality,scope,relatedPillarLabels,sourceUnitIds,groundingText,verificationTarget,disputedProposition,stipulatedByArticle,whyThisTarget,warrant,supportCriteria,refuteCriteria,qualifyCriteria,mustMatch,rejectIfOnly_model,rejectIfOnly_host,sourceStrategy_emitted,sourceStrategy_resolved,searchConcepts,relevantNamedWorkIds,cautions,packageValid
CF1-F03,2,Set X,model,completed,,,The narrative that vaccines are a modern medical miracle is a belief system rather than a scientifically supported fact.,pillar,endorsed,Ana Wolpin,,,,,,,strengthens,weakens,normal,normal,true,medium,The perception of vaccines as miraculous is not based on scientific evidence.,Pillar 1,U0023 | U0024,"[U0023] • The “Vaccines Amen” crowd. For these believers , the story that vaccines are a modern medical miracle — safe and effective! — is a sacred cow. “This is the group of parents, doctors and public health professionals—a small army of them—who have a fervent belief in vaccines,” says Siri. “When these beliefs are challenged, this crowd gets angry.”
[U0024] Unable to “accept even official government data showing that many of their core beliefs regarding vaccines are false,” these zealots are incurious and entrenched.",substantive,The narrative that vaccines are a modern medical miracle is a belief system rather than a scientifically supported fact.,,The real dispute is whether the narrative about vaccines being a miracle is scientifically supported.,,Evidence showing that the perception of vaccines as miraculous is based on belief rather than scientific data.,Evidence demonstrating that vaccines are scientifically proven to be a modern medical miracle.,"Evidence indicating that while some view vaccines as miraculous, there are significant scientific critiques of this view.",narrative | vaccines | scientifically supported | miracle,Restating the article's claim without providing new evidence. | Discussing general vaccine benefits without addressing the specific narrative.,,mixed_sources,mixed_sources,vaccine narrative | scientific support | medical miracle,,,true
CF1-F03,2,Set X,model,completed,,,Parents who choose not to vaccinate their children are often highly educated and scientifically literate.,pillar,endorsed,Ana Wolpin,,,,,,,strengthens,weakens,normal,normal,true,medium,The demographic of vaccine-hesitant parents includes many educated individuals.,Pillar 2,U0021 | U0022,"[U0021] • Parents who do not vaccinate. Parents who choose to forego vaccines, he says, are not only highly educated, but “often scientifically literate. Many are medical professionals. Leading scientists.” He quotes vaccine promoter Emily Brunson, PhD, who acknowledges: “When you look at hesitancy in the U.S., the group who is most likely to purposefully choose to not vaccinate are highly educated. In speaking with them, these are people who have read the primary literature themselves, and they’re correctly interpreting it.”
[U0022] • Parents who do vaccinate. Almost all “have never really thought much about these products… they just go with the flow,” says Siri. “They often do what the media says good parents are expected to do—trust their doctors.” They are, however, open-minded and able to process new information. He finds that their “views are susceptible to change upon presentation of actual evidence.”",substantive,Parents who choose not to vaccinate their children are often highly educated and scientifically literate.,,The real dispute is whether the demographic of vaccine-hesitant parents includes many educated individuals.,,Demographic studies showing a high percentage of vaccine-hesitant parents have advanced degrees.,Studies indicating that vaccine-hesitant parents are predominantly uneducated or lack scientific literacy.,"Evidence showing that while many vaccine-hesitant parents are educated, there are also significant numbers from less educated backgrounds.",vaccine-hesitant parents | education level | scientific literacy,General discussions about vaccine hesitancy without specific demographic data. | Evidence focusing solely on parents who vaccinate.,,primary_article_result,primary_article_result,vaccine hesitancy | educated parents | scientific literacy,,,true
CF1-F03,2,Set X,model,completed,,,"The CDC has manipulated data to conceal the risks associated with vaccines, particularly regarding the MMR vaccine and autism.",pillar,endorsed,Ana Wolpin,,,,,,,strengthens,weakens,normal,normal,true,high,Claims of vaccine safety are based on manipulated data.,Pillar 3,U0037 | U0041 | U0046,"[U0037] Senior CDC scientist turned whistleblower William Thompson revealed privately in 2014 that data linking the MMR vaccine (measles/mumps/rubella) to autism had been manipulated by the agency ten years earlier.
[U0041] The fraudulent, re-worked study was then released to declare that it had proven MMR vaccines did not cause autism.
[U0046] The CDC announced: No more research money will be spent on this question; “the science is settled.”",substantive,"The CDC has manipulated data to conceal the risks associated with vaccines, particularly regarding the MMR vaccine and autism.",,The real dispute is whether the CDC has indeed manipulated data regarding vaccine risks.,,Investigative reports confirming data manipulation by the CDC regarding vaccine safety.,Evidence showing that the CDC's data on vaccine safety is accurate and unmanipulated.,"Evidence indicating that while there are concerns about data manipulation, the CDC has also provided valid safety data.",CDC | data manipulation | MMR vaccine | autism,Restating the article's claims without new evidence. | Discussing general vaccine safety without addressing the specific allegations against the CDC.,,mixed_sources,mixed_sources,CDC data manipulation | MMR vaccine | vaccine risks,,,true
CF1-F03,2,Set X,model,completed,,,The claims made in public health advertisements about vaccines are based on medical dogma that lacks a basis in reality.,thesis,endorsed,Ana Wolpin,,,,,,,strengthens,weakens,normal,normal,true,high,Claims about vaccines being safe and effective are not supported by credible evidence.,Pillar 1,U0027 | U0028,"[U0027] As this article will show, the claims made in our health department’s ad repeat medical dogma that has persisted for decades with no basis in reality.
[U0028] At best the narrative is a wishful fairy tale.",substantive,The claims made in public health advertisements about vaccines are based on medical dogma that lacks a basis in reality.,,The real dispute is whether public health claims about vaccines are indeed unsupported by credible evidence.,,Research studies showing that public health claims about vaccines are not backed by scientific evidence.,Evidence demonstrating that public health claims about vaccines are well-supported by scientific research.,"Evidence indicating that while some claims may lack support, others are based on valid scientific findings.",public health claims | vaccines | medical dogma,Restating the article's claims without providing new evidence. | Discussing general vaccine safety without addressing the specific claims made in advertisements.,,primary_article_result,primary_article_result,public health advertisements | vaccine claims | medical dogma,,,true
CF1-F03,2,Set X,model,completed,,,The rise in chronic health conditions among children correlates with the increase in the childhood vaccination schedule since 1986.,pillar,endorsed,Ana Wolpin,,,,,,,strengthens,weakens,normal,normal,true,high,Increased vaccination rates are linked to higher rates of chronic illnesses in children.,Pillar 3,U0086 | U0090 | U0091,"[U0086] It was a rude awakening, especially for those of us in the Baby Boomer generation, to learn that the chronic illness rate in U.S. children which had been negligible when we were kids had jumped to 12.8% in the 1980s, then to 54% by 2011 .
[U0090] But after embarking on the world’s most aggressive vaccination program, the U.S. had twice as many first-day infant deaths as all 27 EU nations combined .
[U0091] An analysis of two decades of U.S. data (1990-2010) showed that infants who received the most vaccines had the worst hospitalization and death rates.",substantive,The rise in chronic health conditions among children correlates with the increase in the childhood vaccination schedule since 1986.,,The real dispute is whether there is a correlation between vaccination rates and chronic health conditions.,,Epidemiological studies showing a direct correlation between increased vaccinations and chronic health conditions in children.,Studies indicating no correlation between vaccination rates and chronic health conditions.,"Evidence showing that while there may be a correlation, other factors could also contribute to the rise in chronic health conditions.",chronic health conditions | vaccination schedule | correlation,Restating the article's claims without providing new evidence. | Discussing chronic health conditions without linking them to vaccination rates.,,primary_article_result,primary_article_result,chronic health conditions | vaccination correlation | epidemiological studies,,,true
CF1-F03,2,Set X,model,completed,,,"The 1986 National Childhood Vaccine Injury Act removed liability from vaccine manufacturers, leading to a lack of accountability for vaccine injuries.",pillar,endorsed,Ana Wolpin,,,,,,,strengthens,weakens,normal,normal,true,high,Vaccine manufacturers are not held liable for vaccine-related injuries.,Pillar 3,U0068 | U0070,"[U0068] The first shock for anyone just beginning this research was learning about the 1986 National Childhood Vaccine Injury Act.
[U0070] Bowing to the pressure, in 1986 Congress removed all liability from drug companies for childhood vaccines they produced.",substantive,"The 1986 National Childhood Vaccine Injury Act removed liability from vaccine manufacturers, leading to a lack of accountability for vaccine injuries.",,The real dispute is whether the Act indeed removed liability and affected accountability.,,Legal analyses confirming that the 1986 Act removed liability from vaccine manufacturers.,Evidence showing that vaccine manufacturers are held accountable for vaccine injuries.,"Evidence indicating that while liability was removed, there are still mechanisms for addressing vaccine injuries.",1986 National Childhood Vaccine Injury Act | liability | vaccine manufacturers,Restating the article's claims without providing new evidence. | Discussing vaccine injuries without linking them to the Act.,,official_record,named_work_result,National Childhood Vaccine Injury Act | vaccine liability | legal accountability,NW001,,true
CF1-F03,2,Set X,model,completed,,,The presence of toxic substances such as aluminum and mercury in vaccines poses significant health risks to children.,pillar,endorsed,Ana Wolpin,,,,,,,strengthens,weakens,normal,normal,true,high,Toxic ingredients in vaccines are linked to various health issues.,Pillar 3,U0245 | U0301,"[U0245] Folks SHOULD be nervous about aluminum being used in vaccines.
[U0301] “[Thimerosal] is toxic… Mutagenic in mammalian cells.“",substantive,The presence of toxic substances such as aluminum and mercury in vaccines poses significant health risks to children.,,The real dispute is whether these substances in vaccines are indeed harmful.,,Toxicological studies showing health risks associated with aluminum and mercury in vaccines.,Evidence indicating that aluminum and mercury in vaccines are safe and pose no health risks.,"Evidence showing that while there may be risks, they are within acceptable safety limits.",toxic substances | aluminum | mercury | health risks,Restating the article's claims without providing new evidence. | Discussing general vaccine safety without addressing the specific risks of these substances.,,mixed_sources,mixed_sources,toxic substances in vaccines | aluminum | mercury | health risks,,,true
CF1-F03,2,Set X,model,completed,,,The CDC and public health authorities have engaged in censorship regarding vaccine safety discussions.,pillar,endorsed,Ana Wolpin,,,,,,,strengthens,weakens,normal,normal,true,medium,Censorship of vaccine safety discussions undermines public trust.,Pillar 2,U0002 | U0013 | U0014 | U0021 | U0022 | U0062 | U0156,"[U0002] “According to the CDC and public health authorities, parents who choose not to vaccinate their children are typically highly educated. CDC data reflect that half of American school children are not fully vaccinated, and at least 1 in 88 toddlers are completely unvaccinated. Why would the parents of these children, comprising a large part of the nation’s brain trust, choose not to vaccinate their children?”
[U0013] The health department’s ad comes at a time when childhood vaccination rates are dropping steadily across the country.
[U0014] Along with reduction in vaccine uptake, there is also a rise in the rate of parents seeking vaccine exemptions for their children.
[U0021] • Parents who do not vaccinate. Parents who choose to forego vaccines, he says, are not only highly educated, but “often scientifically literate. Many are medical professionals. Leading scientists.” He quotes vaccine promoter Emily Brunson, PhD, who acknowledges: “When you look at hesitancy in the U.S., the group who is most likely to purposefully choose to not vaccinate are highly educated. In speaking with them, these are people who have read the primary literature themselves, and they’re correctly interpreting it.”
[U0022] • Parents who do vaccinate. Almost all “have never really thought much about these products… they just go with the flow,” says Siri. “They often do what the media says good parents are expected to do—trust their doctors.” They are, however, open-minded and able to process new information. He finds that their “views are susceptible to change upon presentation of actual evidence.”
[U0062] Self-appointed community gatekeeper Owen Rowe demonstrated the epitome of the angry zealotry that Siri describes.
[U0156] Once again, allowing people to consider varied perspectives and then make up their own minds was not permitted.",substantive,The CDC and public health authorities have engaged in censorship regarding vaccine safety discussions.,,The real dispute is whether there has been censorship by the CDC and public health authorities.,,Reports confirming instances of censorship by the CDC regarding vaccine safety discussions.,Evidence showing that the CDC has been transparent and open about vaccine safety discussions.,"Evidence indicating that while there may be instances of censorship, there are also platforms for open discussion.",CDC | censorship | vaccine safety discussions,Restating the article's claims without providing new evidence. | Discussing vaccine safety without addressing the specific allegations of censorship.,,mixed_sources,mixed_sources,CDC censorship | vaccine safety discussions | public health authorities,,,true
CF1-F03,2,Set X,model,completed,,,The CDC's assertion that vaccines are tested more than any other medicine is misleading and not supported by evidence.,opponent_claim,opponent_to_rebut,Ana Wolpin,,,,,,,weakens,strengthens,normal,invert,false,medium,Claims about vaccine testing are not substantiated by rigorous evidence.,Pillar 1,U0401,[U0401] Is it true that “vaccines are tested more than any other medicine you could give your kid” ?,substantive,The CDC's assertion that vaccines are tested more than any other medicine is misleading and not supported by evidence.,,The real dispute is whether the CDC's assertion about vaccine testing is indeed misleading.,,Comparative studies showing that vaccines are not tested more rigorously than other medicines.,Evidence demonstrating that vaccines undergo more rigorous testing than other medicines.,"Evidence indicating that while vaccines are tested, the extent of testing may vary compared to other medicines.",CDC | vaccine testing | misleading assertion,Restating the article's claims without providing new evidence. | Discussing general vaccine testing without addressing the specific assertion by the CDC.,,mixed_sources,mixed_sources,CDC vaccine testing | vaccine safety | comparative studies,,,true
CF1-F03,2,Set X,model,completed,,,The CDC's claim that the science on vaccine safety is settled is misleading and ignores ongoing research and concerns.,opponent_claim,opponent_to_rebut,Ana Wolpin,,,,,,,weakens,strengthens,normal,invert,false,medium,Claims of settled science in vaccine safety are not substantiated by ongoing research.,Pillar 1,U0046,[U0046] The CDC announced: No more research money will be spent on this question; “the science is settled.”,substantive,The CDC's claim that the science on vaccine safety is settled is misleading and ignores ongoing research and concerns.,,The real dispute is whether the CDC's claim about settled science is indeed misleading.,,Research studies showing ongoing concerns and research about vaccine safety.,Evidence indicating that the science on vaccine safety is indeed settled.,"Evidence showing that while there are ongoing studies, there is also a consensus on certain aspects of vaccine safety.",CDC | vaccine safety | settled science,Restating the article's claims without providing new evidence. | Discussing general vaccine safety without addressing the specific claim about settled science.,,mixed_sources,mixed_sources,CDC vaccine safety | settled science | ongoing research,,,true
